方剂名称,方剂名称的url
茯苓杏仁甘草汤,https://zhongyibaike.com/wiki/茯苓杏仁甘草汤
橘枳姜汤,https://zhongyibaike.com/wiki/橘枳姜汤
桂枝生姜枳实汤,https://zhongyibaike.com/wiki/桂枝生姜枳实汤
大桂汤,https://zhongyibaike.com/wiki/大桂汤
桃核承气汤,https://zhongyibaike.com/wiki/桃核承气汤
增损启膈散,https://zhongyibaike.com/wiki/增损启膈散
下瘀血汤,https://zhongyibaike.com/wiki/下瘀血汤
大黄蛰虫丸,https://zhongyibaike.com/wiki/大黄蛰虫丸
杖疮珍珠散,https://zhongyibaike.com/wiki/杖疮珍珠散
蟅虫散,https://zhongyibaike.com/wiki/蟅虫散
泽兰散,https://zhongyibaike.com/wiki/泽兰散
大成汤,https://zhongyibaike.com/wiki/大成汤
血府逐瘀汤,https://zhongyibaike.com/wiki/血府逐瘀汤
通窍活血汤,https://zhongyibaike.com/wiki/通窍活血汤
展筋丹,https://zhongyibaike.com/wiki/展筋丹
膈下逐瘀汤,https://zhongyibaike.com/wiki/膈下逐瘀汤
少腹逐瘀汤,https://zhongyibaike.com/wiki/少腹逐瘀汤
身痛逐瘀汤,https://zhongyibaike.com/wiki/身痛逐瘀汤
补阳还五汤,https://zhongyibaike.com/wiki/补阳还五汤
七厘散,https://zhongyibaike.com/wiki/七厘散
复原活血汤,https://zhongyibaike.com/wiki/复原活血汤
温经汤,https://zhongyibaike.com/wiki/温经汤
艾附暖宫丸,https://zhongyibaike.com/wiki/艾附暖宫丸
生化汤,https://zhongyibaike.com/wiki/生化汤
失笑散,https://zhongyibaike.com/wiki/失笑散
活络效灵丹,https://zhongyibaike.com/wiki/活络效灵丹
手拈散,https://zhongyibaike.com/wiki/手拈散
丹参饮,https://zhongyibaike.com/wiki/丹参饮
鳖甲煎丸,https://zhongyibaike.com/wiki/鳖甲煎丸
桂枝茯苓丸,https://zhongyibaike.com/wiki/桂枝茯苓丸
阿魏化痞膏,https://zhongyibaike.com/wiki/阿魏化痞膏
速效救心丸,https://zhongyibaike.com/wiki/速效救心丸
活血止痛散,https://zhongyibaike.com/wiki/活血止痛散
麝香追风膏,https://zhongyibaike.com/wiki/麝香追风膏
跌打丸,https://zhongyibaike.com/wiki/跌打丸
坎离砂,https://zhongyibaike.com/wiki/坎离砂
正骨紫金丹,https://zhongyibaike.com/wiki/正骨紫金丹
生血补髓汤,https://zhongyibaike.com/wiki/生血补髓汤
黎洞丸,https://zhongyibaike.com/wiki/黎洞丸
定痛和血汤,https://zhongyibaike.com/wiki/定痛和血汤
双柏散,https://zhongyibaike.com/wiki/双柏散
银花蕺菜饮,https://zhongyibaike.com/wiki/银花蕺菜饮
清热调血汤,https://zhongyibaike.com/wiki/清热调血汤
四味汤,https://zhongyibaike.com/wiki/四味汤
舒筋活血汤,https://zhongyibaike.com/wiki/舒筋活血汤
抵当汤,https://zhongyibaike.com/wiki/抵当汤
自生饮,https://zhongyibaike.com/wiki/自生饮
四生丸,https://zhongyibaike.com/wiki/四生丸
十灰散,https://zhongyibaike.com/wiki/十灰散
咳血方,https://zhongyibaike.com/wiki/咳血方
小蓟饮子,https://zhongyibaike.com/wiki/小蓟饮子
障脐汤,https://zhongyibaike.com/wiki/障脐汤
珍珠八宝丹,https://zhongyibaike.com/wiki/珍珠八宝丹
槐角丸,https://zhongyibaike.com/wiki/槐角丸
黄土汤,https://zhongyibaike.com/wiki/黄土汤
槐花散,https://zhongyibaike.com/wiki/槐花散
地榆槐角丸,https://zhongyibaike.com/wiki/地榆槐角丸
脏连丸,https://zhongyibaike.com/wiki/脏连丸
三七止血汤,https://zhongyibaike.com/wiki/三七止血汤
养阴止血汤,https://zhongyibaike.com/wiki/养阴止血汤
清经止血汤,https://zhongyibaike.com/wiki/清经止血汤
清胃止血汤,https://zhongyibaike.com/wiki/清胃止血汤
棕灰散,https://zhongyibaike.com/wiki/棕灰散
川芎茶调散,https://zhongyibaike.com/wiki/川芎茶调散
苍耳子散,https://zhongyibaike.com/wiki/苍耳子散
菊花茶调散,https://zhongyibaike.com/wiki/菊花茶调散
大秦艽汤,https://zhongyibaike.com/wiki/大秦艽汤
小活络丹,https://zhongyibaike.com/wiki/小活络丹
大活络丹,https://zhongyibaike.com/wiki/大活络丹
牵正散,https://zhongyibaike.com/wiki/牵正散
止痉散,https://zhongyibaike.com/wiki/止痉散
消风散,https://zhongyibaike.com/wiki/消风散
五虎追风散,https://zhongyibaike.com/wiki/五虎追风散
醉仙汤,https://zhongyibaike.com/wiki/醉仙汤
玉真散,https://zhongyibaike.com/wiki/玉真散
木瓜丸,https://zhongyibaike.com/wiki/木瓜丸
明目上清丸,https://zhongyibaike.com/wiki/明目上清丸
拨云退翳丸,https://zhongyibaike.com/wiki/拨云退翳丸
青州白丸子,https://zhongyibaike.com/wiki/青州白丸子
消风汤,https://zhongyibaike.com/wiki/消风汤
羚角钩藤汤,https://zhongyibaike.com/wiki/羚角钩藤汤
钩藤饮,https://zhongyibaike.com/wiki/钩藤饮
蚱蝉散,https://zhongyibaike.com/wiki/蚱蝉散
蚱蝉汤,https://zhongyibaike.com/wiki/蚱蝉汤
镇肝熄风汤,https://zhongyibaike.com/wiki/镇肝熄风汤
建瓴汤,https://zhongyibaike.com/wiki/建瓴汤
天麻钩藤饮,https://zhongyibaike.com/wiki/天麻钩藤饮
大定风珠,https://zhongyibaike.com/wiki/大定风珠
三甲复脉汤,https://zhongyibaike.com/wiki/三甲复脉汤
阿胶鸡子黄汤,https://zhongyibaike.com/wiki/阿胶鸡子黄汤
小定风珠,https://zhongyibaike.com/wiki/小定风珠
杏苏散,https://zhongyibaike.com/wiki/杏苏散
桑杏汤,https://zhongyibaike.com/wiki/桑杏汤
清燥救肺汤,https://zhongyibaike.com/wiki/清燥救肺汤
翘荷汤,https://zhongyibaike.com/wiki/翘荷汤
沙参麦冬汤,https://zhongyibaike.com/wiki/沙参麦冬汤
增液汤,https://zhongyibaike.com/wiki/增液汤
泽肤膏,https://zhongyibaike.com/wiki/泽肤膏
增液润燥汤,https://zhongyibaike.com/wiki/增液润燥汤
麦门冬汤,https://zhongyibaike.com/wiki/麦门冬汤
增液麻仁汤,https://zhongyibaike.com/wiki/增液麻仁汤
五汁饮,https://zhongyibaike.com/wiki/五汁饮
玉液汤,https://zhongyibaike.com/wiki/玉液汤
益胃汤,https://zhongyibaike.com/wiki/益胃汤
养阴清肺汤,https://zhongyibaike.com/wiki/养阴清肺汤
琼玉膏,https://zhongyibaike.com/wiki/琼玉膏
百合固金汤,https://zhongyibaike.com/wiki/百合固金汤
铁笛丸,https://zhongyibaike.com/wiki/铁笛丸
两地汤,https://zhongyibaike.com/wiki/两地汤
百合鸡子汤,https://zhongyibaike.com/wiki/百合鸡子汤
栝楼牡蛎散,https://zhongyibaike.com/wiki/栝楼牡蛎散
平胃散,https://zhongyibaike.com/wiki/平胃散
不换金正气散,https://zhongyibaike.com/wiki/不换金正气散
藿香正气散,https://zhongyibaike.com/wiki/藿香正气散
柴平汤,https://zhongyibaike.com/wiki/柴平汤
六和汤,https://zhongyibaike.com/wiki/六和汤
香砂胃苓汤,https://zhongyibaike.com/wiki/香砂胃苓汤
厚姜半甘参汤,https://zhongyibaike.com/wiki/厚姜半甘参汤
燥阴散,https://zhongyibaike.com/wiki/燥阴散
茵陈蒿汤,https://zhongyibaike.com/wiki/茵陈蒿汤
栀子柏皮汤,https://zhongyibaike.com/wiki/栀子柏皮汤
茵陈四逆汤,https://zhongyibaike.com/wiki/茵陈四逆汤
斩梦丹,https://zhongyibaike.com/wiki/斩梦丹
八正散,https://zhongyibaike.com/wiki/八正散
五淋散,https://zhongyibaike.com/wiki/五淋散
三仁汤,https://zhongyibaike.com/wiki/三仁汤
藿朴夏苓汤,https://zhongyibaike.com/wiki/藿朴夏苓汤
黄芩滑石汤,https://zhongyibaike.com/wiki/黄芩滑石汤
甘露消毒丹,https://zhongyibaike.com/wiki/甘露消毒丹
连朴饮,https://zhongyibaike.com/wiki/连朴饮
拈痛汤,https://zhongyibaike.com/wiki/拈痛汤
宣痹汤,https://zhongyibaike.com/wiki/宣痹汤
二妙散,https://zhongyibaike.com/wiki/二妙散
三妙丸,https://zhongyibaike.com/wiki/三妙丸
四妙丸,https://zhongyibaike.com/wiki/四妙丸
蚕矢汤,https://zhongyibaike.com/wiki/蚕矢汤
白带汤,https://zhongyibaike.com/wiki/白带汤
止带方,https://zhongyibaike.com/wiki/止带方
除湿胃苓汤,https://zhongyibaike.com/wiki/除湿胃苓汤
三黄洗剂,https://zhongyibaike.com/wiki/三黄洗剂
五苓散,https://zhongyibaike.com/wiki/五苓散
四苓散,https://zhongyibaike.com/wiki/四苓散
胃苓汤,https://zhongyibaike.com/wiki/胃苓汤
泽漆丸,https://zhongyibaike.com/wiki/泽漆丸
茵陈五苓散,https://zhongyibaike.com/wiki/茵陈五苓散
泽泻散,https://zhongyibaike.com/wiki/泽泻散
猪苓汤,https://zhongyibaike.com/wiki/猪苓汤
防己黄芪汤,https://zhongyibaike.com/wiki/防己黄芪汤
防己茯苓汤,https://zhongyibaike.com/wiki/防己茯苓汤
五皮散,https://zhongyibaike.com/wiki/五皮散
五皮饮,https://zhongyibaike.com/wiki/五皮饮
茯苓甘草汤,https://zhongyibaike.com/wiki/茯苓甘草汤
百合滑石散,https://zhongyibaike.com/wiki/百合滑石散
苓桂术甘汤,https://zhongyibaike.com/wiki/苓桂术甘汤
甘草干姜茯苓白术汤,https://zhongyibaike.com/wiki/甘草干姜茯苓白术汤
败酱散,https://zhongyibaike.com/wiki/败酱散
真武汤,https://zhongyibaike.com/wiki/真武汤
实脾散,https://zhongyibaike.com/wiki/实脾散
萆薢分清饮,https://zhongyibaike.com/wiki/萆薢分清饮
羌活胜湿汤,https://zhongyibaike.com/wiki/羌活胜湿汤
珍宝三生丹,https://zhongyibaike.com/wiki/珍宝三生丹
增补省风汤,https://zhongyibaike.com/wiki/增补省风汤
蠲痹汤,https://zhongyibaike.com/wiki/蠲痹汤
独活寄生汤,https://zhongyibaike.com/wiki/独活寄生汤
八风续命汤,https://zhongyibaike.com/wiki/八风续命汤
三痹汤,https://zhongyibaike.com/wiki/三痹汤
鸡鸣散,https://zhongyibaike.com/wiki/鸡鸣散
桂枝芍药知母汤,https://zhongyibaike.com/wiki/桂枝芍药知母汤
铁骨丹,https://zhongyibaike.com/wiki/铁骨丹
桂枝附子汤,https://zhongyibaike.com/wiki/桂枝附子汤
白术附子汤,https://zhongyibaike.com/wiki/白术附子汤
甘草附子汤,https://zhongyibaike.com/wiki/甘草附子汤
紫葳汤,https://zhongyibaike.com/wiki/紫葳汤
足踏丸,https://zhongyibaike.com/wiki/足踏丸
二陈汤,https://zhongyibaike.com/wiki/二陈汤
导痰汤,https://zhongyibaike.com/wiki/导痰汤
涤痰汤,https://zhongyibaike.com/wiki/涤痰汤
金水六君煎,https://zhongyibaike.com/wiki/金水六君煎
温胆汤,https://zhongyibaike.com/wiki/温胆汤
赭决九味汤,https://zhongyibaike.com/wiki/赭决九味汤
枣子绿矾丸,https://zhongyibaike.com/wiki/枣子绿矾丸
十味温胆汤,https://zhongyibaike.com/wiki/十味温胆汤
茯苓丸,https://zhongyibaike.com/wiki/茯苓丸
苍附导痰丸,https://zhongyibaike.com/wiki/苍附导痰丸
启宫丸,https://zhongyibaike.com/wiki/启宫丸
皂角化痰丸,https://zhongyibaike.com/wiki/皂角化痰丸
散聚汤,https://zhongyibaike.com/wiki/散聚汤
三棱煎,https://zhongyibaike.com/wiki/三棱煎
芎归二陈汤,https://zhongyibaike.com/wiki/芎归二陈汤
苦酒汤,https://zhongyibaike.com/wiki/苦酒汤
清气化痰丸,https://zhongyibaike.com/wiki/清气化痰丸
清金降火汤,https://zhongyibaike.com/wiki/清金降火汤
小陷胸汤,https://zhongyibaike.com/wiki/小陷胸汤
柴胡陷胸汤,https://zhongyibaike.com/wiki/柴胡陷胸汤
滚痰丸,https://zhongyibaike.com/wiki/滚痰丸
清肺汤,https://zhongyibaike.com/wiki/清肺汤
浙贝蛋,https://zhongyibaike.com/wiki/浙贝蛋
七珍丹,https://zhongyibaike.com/wiki/七珍丹
消瘰丸,https://zhongyibaike.com/wiki/消瘰丸
贝母瓜蒌散,https://zhongyibaike.com/wiki/贝母瓜蒌散
苓甘五味姜辛汤,https://zhongyibaike.com/wiki/苓甘五味姜辛汤
冷哮丸,https://zhongyibaike.com/wiki/冷哮丸
三子养亲汤,https://zhongyibaike.com/wiki/三子养亲汤
半夏白术天麻汤,https://zhongyibaike.com/wiki/半夏白术天麻汤
定痫丸,https://zhongyibaike.com/wiki/定痫丸
皂荚丸,https://zhongyibaike.com/wiki/皂荚丸
半夏散,https://zhongyibaike.com/wiki/半夏散
保和丸,https://zhongyibaike.com/wiki/保和丸
枳实导滞丸,https://zhongyibaike.com/wiki/枳实导滞丸
木香槟榔丸,https://zhongyibaike.com/wiki/木香槟榔丸
开胸顺气丸,https://zhongyibaike.com/wiki/开胸顺气丸
大山楂丸,https://zhongyibaike.com/wiki/大山楂丸
健脾丸,https://zhongyibaike.com/wiki/健脾丸
枳术丸,https://zhongyibaike.com/wiki/枳术丸
资生丸,https://zhongyibaike.com/wiki/资生丸
曲蘗枳术丸,https://zhongyibaike.com/wiki/曲蘗枳术丸
橘半枳术丸,https://zhongyibaike.com/wiki/橘半枳术丸
香砂枳术丸,https://zhongyibaike.com/wiki/香砂枳术丸
枳实消痞丸,https://zhongyibaike.com/wiki/枳实消痞丸
胵黄散,https://zhongyibaike.com/wiki/胵黄散
葛花解酒汤,https://zhongyibaike.com/wiki/葛花解酒汤
十六味地黄丸,https://zhongyibaike.com/wiki/十六味地黄丸
健脾养胃丸,https://zhongyibaike.com/wiki/健脾养胃丸
乌梅丸,https://zhongyibaike.com/wiki/乌梅丸
理中安蛔汤,https://zhongyibaike.com/wiki/理中安蛔汤
连梅安蛔汤,https://zhongyibaike.com/wiki/连梅安蛔汤
肥儿丸,https://zhongyibaike.com/wiki/肥儿丸
布袋丸,https://zhongyibaike.com/wiki/布袋丸
化虫丸,https://zhongyibaike.com/wiki/化虫丸
伐木丸,https://zhongyibaike.com/wiki/伐木丸
瓜蒂散,https://zhongyibaike.com/wiki/瓜蒂散
三圣散,https://zhongyibaike.com/wiki/三圣散
救急稀涎散,https://zhongyibaike.com/wiki/救急稀涎散
盐汤探吐方,https://zhongyibaike.com/wiki/盐汤探吐方
牛蒡解肌汤,https://zhongyibaike.com/wiki/牛蒡解肌汤
海藻玉壶汤,https://zhongyibaike.com/wiki/海藻玉壶汤
蟾酥丸,https://zhongyibaike.com/wiki/蟾酥丸
连翘败毒散,https://zhongyibaike.com/wiki/连翘败毒散
银花解毒汤,https://zhongyibaike.com/wiki/银花解毒汤
犀黄丸,https://zhongyibaike.com/wiki/犀黄丸
醒消丸,https://zhongyibaike.com/wiki/醒消丸
神效托里散,https://zhongyibaike.com/wiki/神效托里散
五神汤,https://zhongyibaike.com/wiki/五神汤
托里透脓汤,https://zhongyibaike.com/wiki/托里透脓汤
透脓散,https://zhongyibaike.com/wiki/透脓散
薏苡附子败酱散,https://zhongyibaike.com/wiki/薏苡附子败酱散
薏苡仁汤,https://zhongyibaike.com/wiki/薏苡仁汤
内补黄耆汤,https://zhongyibaike.com/wiki/内补黄耆汤
如意金黄散,https://zhongyibaike.com/wiki/如意金黄散
拔毒生肌散,https://zhongyibaike.com/wiki/拔毒生肌散
四生散,https://zhongyibaike.com/wiki/四生散
牡丹散,https://zhongyibaike.com/wiki/牡丹散
生肌玉红膏,https://zhongyibaike.com/wiki/生肌玉红膏
保心丹,https://zhongyibaike.com/wiki/保心丹
内消连翘丸,https://zhongyibaike.com/wiki/内消连翘丸
紫阳丹,https://zhongyibaike.com/wiki/紫阳丹
长肉生肌散,https://zhongyibaike.com/wiki/长肉生肌散
藻药散,https://zhongyibaike.com/wiki/藻药散
皂刺散,https://zhongyibaike.com/wiki/皂刺散
皂角苦参丸,https://zhongyibaike.com/wiki/皂角苦参丸
燥湿丹,https://zhongyibaike.com/wiki/燥湿丹
泽及汤,https://zhongyibaike.com/wiki/泽及汤
樟脑丹,https://zhongyibaike.com/wiki/樟脑丹
针头散,https://zhongyibaike.com/wiki/针头散
