中药名称,中药名称对应的URL
雷公藤,https://zhongyibaike.com/wiki/雷公藤
老鹳草,https://zhongyibaike.com/wiki/老鹳草
穿山龙,https://zhongyibaike.com/wiki/穿山龙
丝瓜络,https://zhongyibaike.com/wiki/丝瓜络
豨莶草,https://zhongyibaike.com/wiki/豨莶草
臭梧桐,https://zhongyibaike.com/wiki/臭梧桐
络石藤,https://zhongyibaike.com/wiki/络石藤
乌梢蛇,https://zhongyibaike.com/wiki/乌梢蛇
蕲蛇,https://zhongyibaike.com/wiki/蕲蛇
爬山虎,https://zhongyibaike.com/wiki/爬山虎
鸡血,https://zhongyibaike.com/wiki/鸡血
鳝鱼血,https://zhongyibaike.com/wiki/鳝鱼血
梦花根,https://zhongyibaike.com/wiki/梦花根
牛骨,https://zhongyibaike.com/wiki/牛骨
黑骨头,https://zhongyibaike.com/wiki/黑骨头
猫腿姑,https://zhongyibaike.com/wiki/猫腿姑
七角风,https://zhongyibaike.com/wiki/七角风
大叶藤,https://zhongyibaike.com/wiki/大叶藤
凤尾搜山虎,https://zhongyibaike.com/wiki/凤尾搜山虎
大粘药,https://zhongyibaike.com/wiki/大粘药
宽筋藤,https://zhongyibaike.com/wiki/宽筋藤
桑树根,https://zhongyibaike.com/wiki/桑树根
凌霄根,https://zhongyibaike.com/wiki/凌霄根
半枫荷,https://zhongyibaike.com/wiki/半枫荷
肿节风,https://zhongyibaike.com/wiki/肿节风
八角枫根,https://zhongyibaike.com/wiki/八角枫根
野木瓜,https://zhongyibaike.com/wiki/野木瓜
无柄卫矛,https://zhongyibaike.com/wiki/无柄卫矛
千斤拔,https://zhongyibaike.com/wiki/千斤拔
虎骨,https://zhongyibaike.com/wiki/虎骨
狗骨,https://zhongyibaike.com/wiki/狗骨
鹿筋,https://zhongyibaike.com/wiki/鹿筋
走马胎,https://zhongyibaike.com/wiki/走马胎
野料豆,https://zhongyibaike.com/wiki/野料豆
五加皮,https://zhongyibaike.com/wiki/五加皮
桑寄生,https://zhongyibaike.com/wiki/桑寄生
狗脊,https://zhongyibaike.com/wiki/狗脊
千年健,https://zhongyibaike.com/wiki/千年健
鹿衔草,https://zhongyibaike.com/wiki/鹿衔草
槲寄生,https://zhongyibaike.com/wiki/槲寄生
广藿香,https://zhongyibaike.com/wiki/广藿香
佩兰,https://zhongyibaike.com/wiki/佩兰
苍术,https://zhongyibaike.com/wiki/苍术
厚朴,https://zhongyibaike.com/wiki/厚朴
白扁豆,https://zhongyibaike.com/wiki/白扁豆
厚朴花,https://zhongyibaike.com/wiki/厚朴花
扁豆花,https://zhongyibaike.com/wiki/扁豆花
豆蔻,https://zhongyibaike.com/wiki/豆蔻
豆蔻壳,https://zhongyibaike.com/wiki/豆蔻壳
砂仁,https://zhongyibaike.com/wiki/砂仁
草豆蔻,https://zhongyibaike.com/wiki/草豆蔻
扁豆衣,https://zhongyibaike.com/wiki/扁豆衣
草果,https://zhongyibaike.com/wiki/草果
春砂花,https://zhongyibaike.com/wiki/春砂花
砂仁壳,https://zhongyibaike.com/wiki/砂仁壳
茯苓,https://zhongyibaike.com/wiki/茯苓
金鱼,https://zhongyibaike.com/wiki/金鱼
蒲蒻,https://zhongyibaike.com/wiki/蒲蒻
螺蛳,https://zhongyibaike.com/wiki/螺蛳
针砂,https://zhongyibaike.com/wiki/针砂
老龙皮,https://zhongyibaike.com/wiki/老龙皮
青蛙,https://zhongyibaike.com/wiki/青蛙
生姜皮,https://zhongyibaike.com/wiki/生姜皮
楮树白皮,https://zhongyibaike.com/wiki/楮树白皮
天胡荽,https://zhongyibaike.com/wiki/天胡荽
桃茎白皮,https://zhongyibaike.com/wiki/桃茎白皮
茯苓皮,https://zhongyibaike.com/wiki/茯苓皮
树萝卜,https://zhongyibaike.com/wiki/树萝卜
木馒头,https://zhongyibaike.com/wiki/木馒头
椒目,https://zhongyibaike.com/wiki/椒目
蚕豆,https://zhongyibaike.com/wiki/蚕豆
薏苡仁,https://zhongyibaike.com/wiki/薏苡仁
猪苓,https://zhongyibaike.com/wiki/猪苓
泽泻,https://zhongyibaike.com/wiki/泽泻
徐长卿,https://zhongyibaike.com/wiki/徐长卿
冬瓜皮,https://zhongyibaike.com/wiki/冬瓜皮
水红花子,https://zhongyibaike.com/wiki/水红花子
玉米须,https://zhongyibaike.com/wiki/玉米须
枳椇子,https://zhongyibaike.com/wiki/枳椇子
白屈菜,https://zhongyibaike.com/wiki/白屈菜
泽漆,https://zhongyibaike.com/wiki/泽漆
蝼蛄,https://zhongyibaike.com/wiki/蝼蛄
荠菜,https://zhongyibaike.com/wiki/荠菜
蚕豆壳,https://zhongyibaike.com/wiki/蚕豆壳
乌鱼蛋,https://zhongyibaike.com/wiki/乌鱼蛋
水葱,https://zhongyibaike.com/wiki/水葱
黄大豆,https://zhongyibaike.com/wiki/黄大豆
梨叶,https://zhongyibaike.com/wiki/梨叶
大麦,https://zhongyibaike.com/wiki/大麦
杏叶,https://zhongyibaike.com/wiki/杏叶
鸬鹚肉,https://zhongyibaike.com/wiki/鸬鹚肉
鲫鱼,https://zhongyibaike.com/wiki/鲫鱼
鲢鱼,https://zhongyibaike.com/wiki/鲢鱼
泥鳅,https://zhongyibaike.com/wiki/泥鳅
鲤鱼,https://zhongyibaike.com/wiki/鲤鱼
鲨鱼肉,https://zhongyibaike.com/wiki/鲨鱼肉
瓠子,https://zhongyibaike.com/wiki/瓠子
沼生蔊菜,https://zhongyibaike.com/wiki/沼生蔊菜
鸭头,https://zhongyibaike.com/wiki/鸭头
钓杆柴,https://zhongyibaike.com/wiki/钓杆柴
牛抄藤,https://zhongyibaike.com/wiki/牛抄藤
猪殃殃,https://zhongyibaike.com/wiki/猪殃殃
星宿菜,https://zhongyibaike.com/wiki/星宿菜
汉中防己,https://zhongyibaike.com/wiki/汉中防己
通天草,https://zhongyibaike.com/wiki/通天草
小叶金老梅,https://zhongyibaike.com/wiki/小叶金老梅
天目木兰,https://zhongyibaike.com/wiki/天目木兰
西瓜翠衣,https://zhongyibaike.com/wiki/西瓜翠衣
蒲种壳,https://zhongyibaike.com/wiki/蒲种壳
葫芦壳,https://zhongyibaike.com/wiki/葫芦壳
蟋蟀,https://zhongyibaike.com/wiki/蟋蟀
地骷髅,https://zhongyibaike.com/wiki/地骷髅
虫笋,https://zhongyibaike.com/wiki/虫笋
黄蜀葵子,https://zhongyibaike.com/wiki/黄蜀葵子
啤酒花,https://zhongyibaike.com/wiki/啤酒花
盒子草,https://zhongyibaike.com/wiki/盒子草
黄蜀葵根,https://zhongyibaike.com/wiki/黄蜀葵根
赤小豆,https://zhongyibaike.com/wiki/赤小豆
车前子,https://zhongyibaike.com/wiki/车前子
车前草,https://zhongyibaike.com/wiki/车前草
甘草梢,https://zhongyibaike.com/wiki/甘草梢
米汤,https://zhongyibaike.com/wiki/米汤
滑石,https://zhongyibaike.com/wiki/滑石
薏苡根,https://zhongyibaike.com/wiki/薏苡根
胡枝子,https://zhongyibaike.com/wiki/胡枝子
柳树根,https://zhongyibaike.com/wiki/柳树根
川木通,https://zhongyibaike.com/wiki/川木通
木通,https://zhongyibaike.com/wiki/木通
通草,https://zhongyibaike.com/wiki/通草
冬葵子,https://zhongyibaike.com/wiki/冬葵子
黄蜀葵花,https://zhongyibaike.com/wiki/黄蜀葵花
灯心草,https://zhongyibaike.com/wiki/灯心草
石韦,https://zhongyibaike.com/wiki/石韦
萆薢,https://zhongyibaike.com/wiki/萆薢
海金沙,https://zhongyibaike.com/wiki/海金沙
瞿麦,https://zhongyibaike.com/wiki/瞿麦
萹蓄,https://zhongyibaike.com/wiki/萹蓄
地肤子,https://zhongyibaike.com/wiki/地肤子
鱼脑石,https://zhongyibaike.com/wiki/鱼脑石
小通草,https://zhongyibaike.com/wiki/小通草
泥鳅滑液,https://zhongyibaike.com/wiki/泥鳅滑液
石龙子,https://zhongyibaike.com/wiki/石龙子
榆白皮,https://zhongyibaike.com/wiki/榆白皮
芦笋,https://zhongyibaike.com/wiki/芦笋
画眉草,https://zhongyibaike.com/wiki/画眉草
过坛龙,https://zhongyibaike.com/wiki/过坛龙
毛木通,https://zhongyibaike.com/wiki/毛木通
异型莎草,https://zhongyibaike.com/wiki/异型莎草
衣鱼,https://zhongyibaike.com/wiki/衣鱼
尖耳贯众,https://zhongyibaike.com/wiki/尖耳贯众
合萌,https://zhongyibaike.com/wiki/合萌
梗通草,https://zhongyibaike.com/wiki/梗通草
丝瓜子,https://zhongyibaike.com/wiki/丝瓜子
桃胶,https://zhongyibaike.com/wiki/桃胶
龙须草,https://zhongyibaike.com/wiki/龙须草
长瓦韦,https://zhongyibaike.com/wiki/长瓦韦
茵陈,https://zhongyibaike.com/wiki/茵陈
金钱草,https://zhongyibaike.com/wiki/金钱草
虎杖,https://zhongyibaike.com/wiki/虎杖
地耳草,https://zhongyibaike.com/wiki/地耳草
垂盆草,https://zhongyibaike.com/wiki/垂盆草
鸡骨草,https://zhongyibaike.com/wiki/鸡骨草
珍珠草,https://zhongyibaike.com/wiki/珍珠草
广金钱草,https://zhongyibaike.com/wiki/广金钱草
青叶胆,https://zhongyibaike.com/wiki/青叶胆
鲮鱼,https://zhongyibaike.com/wiki/鲮鱼
毛茛,https://zhongyibaike.com/wiki/毛茛
蔊菜,https://zhongyibaike.com/wiki/蔊菜
葫芦茶,https://zhongyibaike.com/wiki/葫芦茶
附子,https://zhongyibaike.com/wiki/附子
干姜,https://zhongyibaike.com/wiki/干姜
韭根,https://zhongyibaike.com/wiki/韭根
樱桃叶,https://zhongyibaike.com/wiki/樱桃叶
肉桂,https://zhongyibaike.com/wiki/肉桂
天雄,https://zhongyibaike.com/wiki/天雄
吴茱萸,https://zhongyibaike.com/wiki/吴茱萸
小茴香,https://zhongyibaike.com/wiki/小茴香
野花椒,https://zhongyibaike.com/wiki/野花椒
地仙桃,https://zhongyibaike.com/wiki/地仙桃
丁香,https://zhongyibaike.com/wiki/丁香
高良姜,https://zhongyibaike.com/wiki/高良姜
红豆蔻,https://zhongyibaike.com/wiki/红豆蔻
花椒,https://zhongyibaike.com/wiki/花椒
胡椒,https://zhongyibaike.com/wiki/胡椒
荜澄茄,https://zhongyibaike.com/wiki/荜澄茄
荜茇,https://zhongyibaike.com/wiki/荜茇
辣椒,https://zhongyibaike.com/wiki/辣椒
陈皮,https://zhongyibaike.com/wiki/陈皮
橘核,https://zhongyibaike.com/wiki/橘核
橘络,https://zhongyibaike.com/wiki/橘络
橘叶,https://zhongyibaike.com/wiki/橘叶
橘红,https://zhongyibaike.com/wiki/橘红
枇杷芋,https://zhongyibaike.com/wiki/枇杷芋
羊靥,https://zhongyibaike.com/wiki/羊靥
鸡舌香,https://zhongyibaike.com/wiki/鸡舌香
胡萝卜,https://zhongyibaike.com/wiki/胡萝卜
猪靥,https://zhongyibaike.com/wiki/猪靥
化橘红,https://zhongyibaike.com/wiki/化橘红
莳萝子,https://zhongyibaike.com/wiki/莳萝子
青皮,https://zhongyibaike.com/wiki/青皮
枳实,https://zhongyibaike.com/wiki/枳实
枳壳,https://zhongyibaike.com/wiki/枳壳
刀豆壳,https://zhongyibaike.com/wiki/刀豆壳
太白米,https://zhongyibaike.com/wiki/太白米
荷梗,https://zhongyibaike.com/wiki/荷梗
佛手,https://zhongyibaike.com/wiki/佛手
佛手花,https://zhongyibaike.com/wiki/佛手花
木香,https://zhongyibaike.com/wiki/木香
檀香,https://zhongyibaike.com/wiki/檀香
玳玳花,https://zhongyibaike.com/wiki/玳玳花
苹果皮,https://zhongyibaike.com/wiki/苹果皮
香橼,https://zhongyibaike.com/wiki/香橼
黄荆子,https://zhongyibaike.com/wiki/黄荆子
零陵香,https://zhongyibaike.com/wiki/零陵香
玫瑰花,https://zhongyibaike.com/wiki/玫瑰花
绿萼梅,https://zhongyibaike.com/wiki/绿萼梅
娑罗子,https://zhongyibaike.com/wiki/娑罗子
天仙藤,https://zhongyibaike.com/wiki/天仙藤
紫苏梗,https://zhongyibaike.com/wiki/紫苏梗
大腹皮,https://zhongyibaike.com/wiki/大腹皮
甘松,https://zhongyibaike.com/wiki/甘松
九香虫,https://zhongyibaike.com/wiki/九香虫
刀豆,https://zhongyibaike.com/wiki/刀豆
香附,https://zhongyibaike.com/wiki/香附
沉香,https://zhongyibaike.com/wiki/沉香
乌药,https://zhongyibaike.com/wiki/乌药
八月札,https://zhongyibaike.com/wiki/八月札
川楝子,https://zhongyibaike.com/wiki/川楝子
荔枝核,https://zhongyibaike.com/wiki/荔枝核
青木香,https://zhongyibaike.com/wiki/青木香
薤白,https://zhongyibaike.com/wiki/薤白
柿蒂,https://zhongyibaike.com/wiki/柿蒂
八角茴香,https://zhongyibaike.com/wiki/八角茴香
九里香,https://zhongyibaike.com/wiki/九里香
土木香,https://zhongyibaike.com/wiki/土木香
地枫皮,https://zhongyibaike.com/wiki/地枫皮
榼藤子,https://zhongyibaike.com/wiki/榼藤子
蜘蛛香,https://zhongyibaike.com/wiki/蜘蛛香
马陆,https://zhongyibaike.com/wiki/马陆
金橘叶,https://zhongyibaike.com/wiki/金橘叶
洋葱,https://zhongyibaike.com/wiki/洋葱
柠檬,https://zhongyibaike.com/wiki/柠檬
蛏壳,https://zhongyibaike.com/wiki/蛏壳
猫胞衣,https://zhongyibaike.com/wiki/猫胞衣
橘饼,https://zhongyibaike.com/wiki/橘饼
柚叶,https://zhongyibaike.com/wiki/柚叶
橘,https://zhongyibaike.com/wiki/橘
芋头花,https://zhongyibaike.com/wiki/芋头花
柠檬皮,https://zhongyibaike.com/wiki/柠檬皮
鹅蛋壳,https://zhongyibaike.com/wiki/鹅蛋壳
梨树根,https://zhongyibaike.com/wiki/梨树根
枸橘叶,https://zhongyibaike.com/wiki/枸橘叶
茉莉花,https://zhongyibaike.com/wiki/茉莉花
桂花子,https://zhongyibaike.com/wiki/桂花子
红木香,https://zhongyibaike.com/wiki/红木香
狗宝,https://zhongyibaike.com/wiki/狗宝
芸苔子,https://zhongyibaike.com/wiki/芸苔子
山楂,https://zhongyibaike.com/wiki/山楂
山柰,https://zhongyibaike.com/wiki/山柰
沙棘,https://zhongyibaike.com/wiki/沙棘
毛笋,https://zhongyibaike.com/wiki/毛笋
半夏曲,https://zhongyibaike.com/wiki/半夏曲
莱菔,https://zhongyibaike.com/wiki/莱菔
红石耳,https://zhongyibaike.com/wiki/红石耳
鸡内金,https://zhongyibaike.com/wiki/鸡内金
蘑菇,https://zhongyibaike.com/wiki/蘑菇
神曲,https://zhongyibaike.com/wiki/神曲
建曲,https://zhongyibaike.com/wiki/建曲
芜菁,https://zhongyibaike.com/wiki/芜菁
红曲,https://zhongyibaike.com/wiki/红曲
麦芽,https://zhongyibaike.com/wiki/麦芽
稻芽,https://zhongyibaike.com/wiki/稻芽
莱菔子,https://zhongyibaike.com/wiki/莱菔子
莱菔叶,https://zhongyibaike.com/wiki/莱菔叶
隔山消,https://zhongyibaike.com/wiki/隔山消
鸡矢藤,https://zhongyibaike.com/wiki/鸡矢藤
阿魏,https://zhongyibaike.com/wiki/阿魏
川射干,https://zhongyibaike.com/wiki/川射干
布渣叶,https://zhongyibaike.com/wiki/布渣叶
菊苣,https://zhongyibaike.com/wiki/菊苣
荞麦,https://zhongyibaike.com/wiki/荞麦
玉米黑粉,https://zhongyibaike.com/wiki/玉米黑粉
鸭肫衣,https://zhongyibaike.com/wiki/鸭肫衣
波罗蜜,https://zhongyibaike.com/wiki/波罗蜜
白鱼,https://zhongyibaike.com/wiki/白鱼
茶叶,https://zhongyibaike.com/wiki/茶叶
鸭涎,https://zhongyibaike.com/wiki/鸭涎
鲨鱼皮,https://zhongyibaike.com/wiki/鲨鱼皮
杨梅,https://zhongyibaike.com/wiki/杨梅
人面子,https://zhongyibaike.com/wiki/人面子
枣槟榔,https://zhongyibaike.com/wiki/枣槟榔
五谷虫,https://zhongyibaike.com/wiki/五谷虫
赤阳子,https://zhongyibaike.com/wiki/赤阳子
魔芋,https://zhongyibaike.com/wiki/魔芋
梧桐子,https://zhongyibaike.com/wiki/梧桐子
槟榔,https://zhongyibaike.com/wiki/槟榔
使君子,https://zhongyibaike.com/wiki/使君子
苦楝皮,https://zhongyibaike.com/wiki/苦楝皮
雷丸,https://zhongyibaike.com/wiki/雷丸
鹤草芽,https://zhongyibaike.com/wiki/鹤草芽
鹤虱,https://zhongyibaike.com/wiki/鹤虱
芜荑,https://zhongyibaike.com/wiki/芜荑
榧子,https://zhongyibaike.com/wiki/榧子
南瓜子,https://zhongyibaike.com/wiki/南瓜子
南鹤虱,https://zhongyibaike.com/wiki/南鹤虱
狼毒,https://zhongyibaike.com/wiki/狼毒
吕宋楸毛,https://zhongyibaike.com/wiki/吕宋楸毛
禾秆蹄盖蕨,https://zhongyibaike.com/wiki/禾秆蹄盖蕨
马醉木,https://zhongyibaike.com/wiki/马醉木
天目木姜子,https://zhongyibaike.com/wiki/天目木姜子
大鳞毛蕨,https://zhongyibaike.com/wiki/大鳞毛蕨
小蓟,https://zhongyibaike.com/wiki/小蓟
大蓟,https://zhongyibaike.com/wiki/大蓟
地榆,https://zhongyibaike.com/wiki/地榆
栀子根,https://zhongyibaike.com/wiki/栀子根
楮叶,https://zhongyibaike.com/wiki/楮叶
元宝草,https://zhongyibaike.com/wiki/元宝草
大石韦,https://zhongyibaike.com/wiki/大石韦
虎耳草,https://zhongyibaike.com/wiki/虎耳草
萱草根,https://zhongyibaike.com/wiki/萱草根
铁树叶,https://zhongyibaike.com/wiki/铁树叶
黄药子,https://zhongyibaike.com/wiki/黄药子
槐花,https://zhongyibaike.com/wiki/槐花
槐角,https://zhongyibaike.com/wiki/槐角
羊蹄,https://zhongyibaike.com/wiki/羊蹄
侧柏叶,https://zhongyibaike.com/wiki/侧柏叶
白茅根,https://zhongyibaike.com/wiki/白茅根
苎麻根,https://zhongyibaike.com/wiki/苎麻根
瓦松,https://zhongyibaike.com/wiki/瓦松
北刘寄奴,https://zhongyibaike.com/wiki/北刘寄奴
见血清,https://zhongyibaike.com/wiki/见血清
长叶实蕨,https://zhongyibaike.com/wiki/长叶实蕨
牛耳岩白菜,https://zhongyibaike.com/wiki/牛耳岩白菜
马牙半支,https://zhongyibaike.com/wiki/马牙半支
长瓣马铃苣苔,https://zhongyibaike.com/wiki/长瓣马铃苣苔
牛肠,https://zhongyibaike.com/wiki/牛肠
栀子花,https://zhongyibaike.com/wiki/栀子花
一品红,https://zhongyibaike.com/wiki/一品红
细草,https://zhongyibaike.com/wiki/细草
大烟锅草,https://zhongyibaike.com/wiki/大烟锅草
轮叶排草,https://zhongyibaike.com/wiki/轮叶排草
茅香,https://zhongyibaike.com/wiki/茅香
马兰,https://zhongyibaike.com/wiki/马兰
红旱莲,https://zhongyibaike.com/wiki/红旱莲
白药子,https://zhongyibaike.com/wiki/白药子
水木草,https://zhongyibaike.com/wiki/水木草
向日葵花盘,https://zhongyibaike.com/wiki/向日葵花盘
墨,https://zhongyibaike.com/wiki/墨
荠菜花,https://zhongyibaike.com/wiki/荠菜花
山茶花,https://zhongyibaike.com/wiki/山茶花
蚕豆花,https://zhongyibaike.com/wiki/蚕豆花
单叶血盆草,https://zhongyibaike.com/wiki/单叶血盆草
三七,https://zhongyibaike.com/wiki/三七
莲房,https://zhongyibaike.com/wiki/莲房
鱼鳔,https://zhongyibaike.com/wiki/鱼鳔
茜草,https://zhongyibaike.com/wiki/茜草
葱汁,https://zhongyibaike.com/wiki/葱汁
金锦香,https://zhongyibaike.com/wiki/金锦香
蒲黄,https://zhongyibaike.com/wiki/蒲黄
人尿,https://zhongyibaike.com/wiki/人尿
白茅花,https://zhongyibaike.com/wiki/白茅花
花蕊石,https://zhongyibaike.com/wiki/花蕊石
降香,https://zhongyibaike.com/wiki/降香
辣蓼,https://zhongyibaike.com/wiki/辣蓼
小驳骨,https://zhongyibaike.com/wiki/小驳骨
竹节参,https://zhongyibaike.com/wiki/竹节参
珠子参,https://zhongyibaike.com/wiki/珠子参
醋,https://zhongyibaike.com/wiki/醋
披麻草根,https://zhongyibaike.com/wiki/披麻草根
蟹壳,https://zhongyibaike.com/wiki/蟹壳
双花堇菜,https://zhongyibaike.com/wiki/双花堇菜
四季素馨花,https://zhongyibaike.com/wiki/四季素馨花
槐枝,https://zhongyibaike.com/wiki/槐枝
水团花,https://zhongyibaike.com/wiki/水团花
仙桃草,https://zhongyibaike.com/wiki/仙桃草
水苦荬,https://zhongyibaike.com/wiki/水苦荬
铁包金,https://zhongyibaike.com/wiki/铁包金
花生衣,https://zhongyibaike.com/wiki/花生衣
荷叶蒂,https://zhongyibaike.com/wiki/荷叶蒂
白及,https://zhongyibaike.com/wiki/白及
仙鹤草,https://zhongyibaike.com/wiki/仙鹤草
碧桃干,https://zhongyibaike.com/wiki/碧桃干
紫珠,https://zhongyibaike.com/wiki/紫珠
象皮,https://zhongyibaike.com/wiki/象皮
虫白蜡,https://zhongyibaike.com/wiki/虫白蜡
倒触伞,https://zhongyibaike.com/wiki/倒触伞
藕节,https://zhongyibaike.com/wiki/藕节
橡实,https://zhongyibaike.com/wiki/橡实
棕树根,https://zhongyibaike.com/wiki/棕树根
鸡冠花,https://zhongyibaike.com/wiki/鸡冠花
鸡子壳,https://zhongyibaike.com/wiki/鸡子壳
棕榈炭,https://zhongyibaike.com/wiki/棕榈炭
血余炭,https://zhongyibaike.com/wiki/血余炭
广东紫珠,https://zhongyibaike.com/wiki/广东紫珠
松花粉,https://zhongyibaike.com/wiki/松花粉
贯叶连翘,https://zhongyibaike.com/wiki/贯叶连翘
乌贼鱼腹中墨,https://zhongyibaike.com/wiki/乌贼鱼腹中墨
蚕豆茎,https://zhongyibaike.com/wiki/蚕豆茎
蚕豆叶,https://zhongyibaike.com/wiki/蚕豆叶
莲衣,https://zhongyibaike.com/wiki/莲衣
西瓜子壳,https://zhongyibaike.com/wiki/西瓜子壳
麦角,https://zhongyibaike.com/wiki/麦角
棕榈子,https://zhongyibaike.com/wiki/棕榈子
牛角腮,https://zhongyibaike.com/wiki/牛角腮
橄榄核,https://zhongyibaike.com/wiki/橄榄核
金樱根,https://zhongyibaike.com/wiki/金樱根
棕榈皮,https://zhongyibaike.com/wiki/棕榈皮
岗稔根,https://zhongyibaike.com/wiki/岗稔根
艾叶,https://zhongyibaike.com/wiki/艾叶
灶心土,https://zhongyibaike.com/wiki/灶心土
炮姜,https://zhongyibaike.com/wiki/炮姜
百草霜,https://zhongyibaike.com/wiki/百草霜
川芎,https://zhongyibaike.com/wiki/川芎
延胡索,https://zhongyibaike.com/wiki/延胡索
冬凌草,https://zhongyibaike.com/wiki/冬凌草
草血竭,https://zhongyibaike.com/wiki/草血竭
栗子,https://zhongyibaike.com/wiki/栗子
酒糟,https://zhongyibaike.com/wiki/酒糟
茅莓,https://zhongyibaike.com/wiki/茅莓
郁金,https://zhongyibaike.com/wiki/郁金
姜黄,https://zhongyibaike.com/wiki/姜黄
独一味,https://zhongyibaike.com/wiki/独一味
片姜黄,https://zhongyibaike.com/wiki/片姜黄
夜明砂,https://zhongyibaike.com/wiki/夜明砂
乳香,https://zhongyibaike.com/wiki/乳香
没药,https://zhongyibaike.com/wiki/没药
五灵脂,https://zhongyibaike.com/wiki/五灵脂
茄子,https://zhongyibaike.com/wiki/茄子
夏天无,https://zhongyibaike.com/wiki/夏天无
枫香脂,https://zhongyibaike.com/wiki/枫香脂
山香圆叶,https://zhongyibaike.com/wiki/山香圆叶
山楂叶,https://zhongyibaike.com/wiki/山楂叶
瓜子金,https://zhongyibaike.com/wiki/瓜子金
亚乎奴,https://zhongyibaike.com/wiki/亚乎奴
朱砂根,https://zhongyibaike.com/wiki/朱砂根
灯盏细辛,https://zhongyibaike.com/wiki/灯盏细辛
两面针,https://zhongyibaike.com/wiki/两面针
桃枝,https://zhongyibaike.com/wiki/桃枝
蓍草,https://zhongyibaike.com/wiki/蓍草
九龙藤,https://zhongyibaike.com/wiki/九龙藤
金叶子,https://zhongyibaike.com/wiki/金叶子
金慈姑,https://zhongyibaike.com/wiki/金慈姑
鳕鱼,https://zhongyibaike.com/wiki/鳕鱼
小花八角枫,https://zhongyibaike.com/wiki/小花八角枫
单刀根,https://zhongyibaike.com/wiki/单刀根
龙船花,https://zhongyibaike.com/wiki/龙船花
罗勒,https://zhongyibaike.com/wiki/罗勒
白花丹,https://zhongyibaike.com/wiki/白花丹
胃友,https://zhongyibaike.com/wiki/胃友
红花子,https://zhongyibaike.com/wiki/红花子
铁棒锤,https://zhongyibaike.com/wiki/铁棒锤
无名异,https://zhongyibaike.com/wiki/无名异
桃根,https://zhongyibaike.com/wiki/桃根
接骨木,https://zhongyibaike.com/wiki/接骨木
白花菜子,https://zhongyibaike.com/wiki/白花菜子
丹参,https://zhongyibaike.com/wiki/丹参
红花,https://zhongyibaike.com/wiki/红花
茺蔚子,https://zhongyibaike.com/wiki/茺蔚子
藏红花,https://zhongyibaike.com/wiki/藏红花
蘘荷,https://zhongyibaike.com/wiki/蘘荷
血见愁,https://zhongyibaike.com/wiki/血见愁
桃仁,https://zhongyibaike.com/wiki/桃仁
益母草,https://zhongyibaike.com/wiki/益母草
泽兰,https://zhongyibaike.com/wiki/泽兰
王不留行,https://zhongyibaike.com/wiki/王不留行
竹根七,https://zhongyibaike.com/wiki/竹根七
小罗伞,https://zhongyibaike.com/wiki/小罗伞
月季花,https://zhongyibaike.com/wiki/月季花
凌霄花,https://zhongyibaike.com/wiki/凌霄花
川牛膝,https://zhongyibaike.com/wiki/川牛膝
牛膝,https://zhongyibaike.com/wiki/牛膝
鸡血藤,https://zhongyibaike.com/wiki/鸡血藤
小叶莲,https://zhongyibaike.com/wiki/小叶莲
黑种草子,https://zhongyibaike.com/wiki/黑种草子
虎刺,https://zhongyibaike.com/wiki/虎刺
吊干麻,https://zhongyibaike.com/wiki/吊干麻
黄花远志,https://zhongyibaike.com/wiki/黄花远志
红泽兰,https://zhongyibaike.com/wiki/红泽兰
麦瓶草,https://zhongyibaike.com/wiki/麦瓶草
长叶丹参,https://zhongyibaike.com/wiki/长叶丹参
丛枝蓼,https://zhongyibaike.com/wiki/丛枝蓼
八宝茶,https://zhongyibaike.com/wiki/八宝茶
紫荆皮,https://zhongyibaike.com/wiki/紫荆皮
金雀根,https://zhongyibaike.com/wiki/金雀根
丝瓜藤,https://zhongyibaike.com/wiki/丝瓜藤
土鳖虫,https://zhongyibaike.com/wiki/土鳖虫
土牛膝,https://zhongyibaike.com/wiki/土牛膝
自然铜,https://zhongyibaike.com/wiki/自然铜
景天三七,https://zhongyibaike.com/wiki/景天三七
山羊血,https://zhongyibaike.com/wiki/山羊血
马钱子,https://zhongyibaike.com/wiki/马钱子
苏木,https://zhongyibaike.com/wiki/苏木
骨碎补,https://zhongyibaike.com/wiki/骨碎补
血竭,https://zhongyibaike.com/wiki/血竭
儿茶,https://zhongyibaike.com/wiki/儿茶
刘寄奴,https://zhongyibaike.com/wiki/刘寄奴
马钱子粉,https://zhongyibaike.com/wiki/马钱子粉
水稻清,https://zhongyibaike.com/wiki/水稻清
九倒生,https://zhongyibaike.com/wiki/九倒生
大白药,https://zhongyibaike.com/wiki/大白药
九子莲,https://zhongyibaike.com/wiki/九子莲
小接骨丹,https://zhongyibaike.com/wiki/小接骨丹
百步还阳丹,https://zhongyibaike.com/wiki/百步还阳丹
地苏木,https://zhongyibaike.com/wiki/地苏木
莴苣子,https://zhongyibaike.com/wiki/莴苣子
波罗蜜叶,https://zhongyibaike.com/wiki/波罗蜜叶
莪术,https://zhongyibaike.com/wiki/莪术
三棱,https://zhongyibaike.com/wiki/三棱
鬼箭羽,https://zhongyibaike.com/wiki/鬼箭羽
卷柏,https://zhongyibaike.com/wiki/卷柏
水蛭,https://zhongyibaike.com/wiki/水蛭
虻虫,https://zhongyibaike.com/wiki/虻虫
